transaction_id,timestamp,user_id,card_number,amount,currency,txn_status,transaction_type,payment_channel,device_id,ip_address,current_latitude,current_longitude,current_country,merchant_id,merchant_category_code,merchant_category_desc,customer_risk_category,customer_kyc_status,customer_account_age_days
T0000061,2025-11-18 18:00:00+00:00,U2557,4297817876756845,28634.1,INR,APPROVED,DEBIT,CARD,DEV_5263,164.113.90.139,-49.2407,-79.4462,SG,MER750301,5411,Department Stores,MEDIUM,FULL_KYC,1455
T0000062,2025-11-18 17:30:00+00:00,U0776,4238677120137595,27163.83,INR,APPROVED,DEBIT,WALLET,DEV_8769,123.198.106.157,-74.8572,129.5018,US,MER767170,5999,Electronics,HIGH,MIN_KYC,1913
T0000063,2025-11-18 17:00:00+00:00,U0035,4024697762594059,85555.28,INR,APPROVED,DEBIT,UPI,DEV_9950,92.207.93.134,-61.8233,65.6791,US,MER737611,5311,Department Stores,HIGH,FULL_KYC,1820
T0000064,2025-11-18 16:30:00+00:00,U2254,4338308858629904,3285.29,INR,APPROVED,CREDIT,CARD,DEV_2197,112.204.51.80,23.7994,137.0135,AE,MER487246,5411,Electronics,HIGH,FULL_KYC,287
T0000065,2025-11-18 16:00:00+00:00,U1956,4154206041479977,7702.39,INR,DECLINED,DEBIT,WALLET,DEV_2904,110.38.250.201,-9.1345,-137.6939,UK,MER552511,5732,Grocery,MEDIUM,MIN_KYC,1181
T0000066,2025-11-18 15:30:00+00:00,U1586,4700789653332892,27464.1,INR,DECLINED,CREDIT,WALLET,DEV_6269,22.225.90.182,52.37,-8.6299,JP,MER553054,5311,Misc Retail,HIGH,FULL_KYC,1349
T0000067,2025-11-18 15:00:00+00:00,U1022,4377761923846637,20067.31,INR,DECLINED,CREDIT,UPI,DEV_2650,168.135.110.224,-30.2406,63.4245,IN,MER515765,5999,Department Stores,HIGH,FULL_KYC,583
T0000068,2025-11-18 14:30:00+00:00,U2614,4710330851703905,23262.78,INR,APPROVED,CREDIT,UPI,DEV_4191,168.107.124.24,84.3524,142.9527,AE,MER871718,5311,Electronics,HIGH,MIN_KYC,1276
T0000069,2025-11-18 14:00:00+00:00,U1130,4940844438602822,79814.52,INR,APPROVED,DEBIT,UPI,DEV_1027,41.51.167.102,-81.0229,-42.4731,UK,MER224037,5812,Grocery,LOW,FULL_KYC,636
T0000070,2025-11-18 13:30:00+00:00,U1501,4714043329989177,56356.35,INR,APPROVED,DEBIT,CARD,DEV_7260,114.229.211.171,-78.6715,-67.2876,IN,MER291400,5411,Misc Retail,HIGH,FULL_KYC,694
T0000071,2025-11-18 13:00:00+00:00,U0703,4959955492606001,676.49,INR,APPROVED,DEBIT,UPI,DEV_3750,69.222.187.153,36.2475,148.6677,SG,MER845995,5812,Grocery,LOW,MIN_KYC,1694
T0000072,2025-11-18 12:30:00+00:00,U2450,4137876792675031,42989.34,INR,APPROVED,CREDIT,WALLET,DEV_3879,94.120.25.201,69.757,-162.888,UK,MER473704,5732,Restaurants,HIGH,FULL_KYC,1775
T0000073,2025-11-18 12:00:00+00:00,U2778,4478876289956767,40847.7,INR,APPROVED,CREDIT,WALLET,DEV_5357,219.152.190.104,53.19,-7.3456,IN,MER763463,5311,Misc Retail,MEDIUM,MIN_KYC,1581
T0000074,2025-11-18 11:30:00+00:00,U1580,4195933996233486,11483.13,INR,DECLINED,DEBIT,UPI,DEV_3832,43.59.54.230,-1.8329,-14.8944,AE,MER889956,5812,Electronics,LOW,FULL_KYC,199
T0000075,2025-11-18 11:00:00+00:00,U0162,4279813537425400,67646.56,INR,APPROVED,DEBIT,UPI,DEV_4109,254.79.230.154,-41.4646,-127.4197,IN,MER380505,5732,Department Stores,HIGH,MIN_KYC,706
T0000076,2025-11-18 10:30:00+00:00,U0202,4905066064863815,70239.51,INR,APPROVED,CREDIT,WALLET,DEV_6758,54.189.222.75,-87.5787,-37.818,US,MER420386,5812,Electronics,MEDIUM,FULL_KYC,390
T0000077,2025-11-18 10:00:00+00:00,U1982,4797313471254763,72117.23,INR,APPROVED,CREDIT,CARD,DEV_3921,93.207.172.137,1.7013,80.1359,JP,MER100099,5999,Electronics,LOW,FULL_KYC,1031
T0000078,2025-11-18 09:30:00+00:00,U0996,4888642286618518,72874.25,INR,APPROVED,CREDIT,WALLET,DEV_2433,42.157.79.81,-4.3855,-47.9274,IN,MER218314,5812,Electronics,MEDIUM,MIN_KYC,578
T0000079,2025-11-18 09:00:00+00:00,U2318,4265425574156170,105.28,INR,DECLINED,CREDIT,WALLET,DEV_5428,208.58.86.232,-28.0357,-68.5222,SG,MER684455,5411,Misc Retail,HIGH,FULL_KYC,740
T0000080,2025-11-18 08:30:00+00:00,U0816,4387498952736959,95396.69,INR,APPROVED,DEBIT,WALLET,DEV_8698,191.177.107.139,14.0531,101.4824,AE,MER852840,5812,Misc Retail,HIGH,FULL_KYC,163
T0000081,2025-11-18 08:00:00+00:00,U0456,4109432415368284,81439.46,INR,APPROVED,CREDIT,UPI,DEV_9111,102.217.54.30,41.1866,175.9375,UK,MER175404,5812,Restaurants,HIGH,MIN_KYC,1515
T0000082,2025-11-18 07:30:00+00:00,U1276,4425910520044087,90407.77,INR,APPROVED,CREDIT,CARD,DEV_4536,194.65.244.230,36.1599,100.5669,IN,MER628567,5812,Grocery,HIGH,MIN_KYC,1459
T0000083,2025-11-18 07:00:00+00:00,U1017,4743526813745801,1662.77,INR,APPROVED,DEBIT,CARD,DEV_7863,58.250.185.37,-42.6145,124.6836,AE,MER353689,5812,Electronics,LOW,MIN_KYC,399
T0000084,2025-11-18 06:30:00+00:00,U2344,4629128328633763,93392.49,INR,APPROVED,DEBIT,UPI,DEV_2181,247.118.182.73,15.3547,158.2203,SG,MER920370,5812,Restaurants,LOW,FULL_KYC,892
T0000085,2025-11-18 06:00:00+00:00,U2768,4811973456380940,80997.87,INR,DECLINED,DEBIT,WALLET,DEV_4405,69.242.152.63,-63.2206,108.6381,JP,MER546742,5311,Restaurants,LOW,FULL_KYC,1802
T0000086,2025-11-18 05:30:00+00:00,U0338,4070231199453219,83738.19,INR,APPROVED,DEBIT,UPI,DEV_4914,219.94.179.15,-68.1117,172.9275,UK,MER184266,5311,Misc Retail,HIGH,MIN_KYC,1767
T0000087,2025-11-18 05:00:00+00:00,U0879,4048747441745411,9419.41,INR,APPROVED,CREDIT,UPI,DEV_4722,254.175.201.174,51.4541,89.0223,IN,MER642999,5999,Grocery,HIGH,FULL_KYC,203
T0000088,2025-11-18 04:30:00+00:00,U1077,4190072819062097,73903.93,INR,APPROVED,CREDIT,CARD,DEV_3642,229.30.113.79,34.8743,58.1481,SG,MER677922,5311,Restaurants,MEDIUM,MIN_KYC,1349
T0000089,2025-11-18 04:00:00+00:00,U0792,4643759706097495,95995.68,INR,APPROVED,CREDIT,CARD,DEV_8577,148.57.177.56,48.2272,69.6055,US,MER100224,5732,Department Stores,MEDIUM,MIN_KYC,1363
T0000090,2025-11-18 03:30:00+00:00,U2265,4333694354603383,67886.88,INR,APPROVED,CREDIT,UPI,DEV_4711,56.153.9.237,-62.5568,144.0295,AE,MER722294,5411,Restaurants,LOW,MIN_KYC,1099
T0000091,2025-11-18 03:00:00+00:00,U0764,4630939709127445,57099.08,INR,APPROVED,CREDIT,UPI,DEV_3960,22.77.165.124,74.6313,65.8829,AE,MER809005,5812,Misc Retail,HIGH,FULL_KYC,449
T0000092,2025-11-18 02:30:00+00:00,U2236,4754822589313054,94568.4,INR,APPROVED,DEBIT,CARD,DEV_5830,28.142.158.167,-66.0399,94.0339,IN,MER898674,5812,Electronics,HIGH,FULL_KYC,1684
T0000093,2025-11-18 02:00:00+00:00,U0380,4947189352804362,44349.42,INR,DECLINED,DEBIT,CARD,DEV_6458,185.133.12.163,66.6067,-102.2364,SG,MER396352,5812,Misc Retail,MEDIUM,FULL_KYC,326
T0000094,2025-11-18 01:30:00+00:00,U0493,4993802248654125,59969.43,INR,APPROVED,CREDIT,WALLET,DEV_2619,169.63.170.125,-26.5717,148.5539,UK,MER186870,5999,Misc Retail,LOW,MIN_KYC,1795
T0000095,2025-11-18 01:00:00+00:00,U1181,4607339110358205,47686.2,INR,DECLINED,DEBIT,UPI,DEV_7138,193.238.193.106,-71.0219,-19.0032,UK,MER943930,5999,Grocery,HIGH,FULL_KYC,895
T0000096,2025-11-18 00:30:00+00:00,U2063,4045923845454015,93291.34,INR,DECLINED,CREDIT,WALLET,DEV_7680,254.171.188.148,-38.3816,-122.0158,UK,MER784683,5732,Department Stores,MEDIUM,FULL_KYC,864
T0000097,2025-11-18 00:00:00+00:00,U0065,4195600458089737,7700.86,INR,APPROVED,CREDIT,WALLET,DEV_3340,98.119.226.191,-57.3394,107.9234,UK,MER912077,5812,Department Stores,LOW,MIN_KYC,1947
T0000098,2025-11-17 23:30:00+00:00,U2569,4287691098442879,50161.86,INR,APPROVED,CREDIT,WALLET,DEV_2728,119.152.220.203,-1.6795,-51.6985,IN,MER672526,5999,Grocery,LOW,FULL_KYC,820
T0000099,2025-11-17 23:00:00+00:00,U1368,4660726222612375,68726.55,INR,DECLINED,CREDIT,CARD,DEV_4585,200.163.41.122,80.9542,-113.7171,IN,MER784742,5812,Grocery,LOW,MIN_KYC,1224
T0000100,2025-11-17 22:30:00+00:00,U1153,4665625455089579,79211.46,INR,DECLINED,CREDIT,WALLET,DEV_1201,16.122.80.106,-30.9832,-87.7496,AE,MER956291,5311,Restaurants,MEDIUM,MIN_KYC,346
T0000101,2025-11-17 22:00:00+00:00,U2028,4365515350161211,58343.56,INR,APPROVED,DEBIT,CARD,DEV_6985,6.20.184.244,20.1778,-167.4184,SG,MER108493,5812,Department Stores,HIGH,MIN_KYC,1326
T0000102,2025-11-17 21:30:00+00:00,U2696,4762777066706262,90900.88,INR,APPROVED,DEBIT,CARD,DEV_7175,244.203.136.212,70.5098,-147.3757,US,MER727793,5732,Misc Retail,MEDIUM,FULL_KYC,762
T0000103,2025-11-17 21:00:00+00:00,U1496,4929048603052766,94204.95,INR,DECLINED,CREDIT,CARD,DEV_4160,224.97.6.220,23.4133,33.3449,IN,MER152367,5732,Restaurants,HIGH,FULL_KYC,1758
T0000104,2025-11-17 20:30:00+00:00,U1163,4109806833442281,6525.49,INR,APPROVED,CREDIT,UPI,DEV_2713,8.190.14.131,-24.8042,131.8384,UK,MER987353,5999,Department Stores,HIGH,MIN_KYC,1568
T0000105,2025-11-17 20:00:00+00:00,U1523,4607382600931508,40296.82,INR,DECLINED,DEBIT,WALLET,DEV_8872,130.22.225.235,88.351,-18.5291,US,MER163629,5812,Electronics,HIGH,MIN_KYC,1131
T0000106,2025-11-17 19:30:00+00:00,U2641,4519757029875937,2443.56,INR,APPROVED,CREDIT,CARD,DEV_8839,85.198.232.199,-56.2656,45.3809,AE,MER629748,5732,Misc Retail,LOW,MIN_KYC,1256
T0000107,2025-11-17 19:00:00+00:00,U0392,4562453227836504,33008.72,INR,APPROVED,CREDIT,UPI,DEV_7859,134.178.44.8,4.1861,111.5039,UK,MER497786,5311,Misc Retail,HIGH,FULL_KYC,59
T0000108,2025-11-17 18:30:00+00:00,U1699,4143690481254929,53733.13,INR,APPROVED,CREDIT,UPI,DEV_1752,24.27.181.51,53.407,-51.5632,JP,MER762040,5999,Restaurants,LOW,FULL_KYC,1074
T0000109,2025-11-17 18:00:00+00:00,U0419,4683290606752715,91088.41,INR,APPROVED,DEBIT,UPI,DEV_1114,156.187.248.69,-89.8832,55.5531,SG,MER916741,5311,Department Stores,MEDIUM,FULL_KYC,173
T0000110,2025-11-17 17:30:00+00:00,U2337,4197532693634960,84670.78,INR,APPROVED,CREDIT,CARD,DEV_6341,211.201.25.44,36.3678,-53.8443,US,MER342830,5732,Grocery,HIGH,FULL_KYC,1803
T0000111,2025-11-17 17:00:00+00:00,U0379,4375544206182505,12837.22,INR,APPROVED,CREDIT,CARD,DEV_4980,175.119.109.120,-42.0302,51.3775,AE,MER998633,5999,Electronics,MEDIUM,MIN_KYC,859
T0000112,2025-11-17 16:30:00+00:00,U1797,4603692206299086,9393.73,INR,APPROVED,DEBIT,CARD,DEV_7325,13.181.53.37,-59.4492,-101.6612,IN,MER248893,5812,Misc Retail,MEDIUM,MIN_KYC,601
T0000113,2025-11-17 16:00:00+00:00,U2279,4372350310915596,58967.81,INR,DECLINED,CREDIT,UPI,DEV_3818,191.194.115.40,-40.645,172.0223,SG,MER338635,5411,Grocery,HIGH,MIN_KYC,656
T0000114,2025-11-17 15:30:00+00:00,U2089,4188363372071967,53258.59,INR,APPROVED,CREDIT,CARD,DEV_1468,78.189.95.134,84.027,-152.576,UK,MER539176,5812,Grocery,HIGH,MIN_KYC,1446
T0000115,2025-11-17 15:00:00+00:00,U2183,4995646177759271,26711.13,INR,APPROVED,DEBIT,WALLET,DEV_1425,25.103.46.159,70.5483,1.8838,US,MER881147,5812,Grocery,LOW,FULL_KYC,788
T0000116,2025-11-17 14:30:00+00:00,U0201,4134771846741209,89955.36,INR,APPROVED,DEBIT,CARD,DEV_9141,102.208.191.91,-51.5242,-76.9333,AE,MER908017,5311,Grocery,HIGH,MIN_KYC,1631
T0000117,2025-11-17 14:00:00+00:00,U1864,4684834780584916,92743.9,INR,APPROVED,CREDIT,CARD,DEV_2575,94.68.39.80,-68.9352,36.3016,US,MER929834,5812,Restaurants,LOW,FULL_KYC,951
T0000118,2025-11-17 13:30:00+00:00,U0780,4233446379799372,40320.88,INR,APPROVED,DEBIT,WALLET,DEV_1833,164.135.85.66,-24.4525,-25.8095,SG,MER803986,5411,Misc Retail,LOW,FULL_KYC,391
T0000119,2025-11-17 13:00:00+00:00,U2978,4060265503865032,89041.23,INR,APPROVED,CREDIT,CARD,DEV_5106,55.72.42.155,16.6206,-69.6004,IN,MER975585,5999,Grocery,HIGH,MIN_KYC,1376
