transaction_id,timestamp,user_id,card_number,amount,currency,txn_status,transaction_type,payment_channel,device_id,ip_address,current_latitude,current_longitude,current_country,merchant_id,merchant_category_code,merchant_category_desc,customer_risk_category,customer_kyc_status,customer_account_age_days
T0000019,2025-10-21T23:27:00Z,U0174,4911735760282591,42973.38,INR,DECLINED,DEBIT,CARD,DEV_1828,88.130.4.51,56.7207,-125.088,AU,MER395479,6011,ATM,MEDIUM,FULL_KYC,464
T0000020,2025-09-15T16:40:00Z,U0272,4217354539142730,73492.98,INR,DECLINED,DEBIT,UPI,DEV_3336,203.140.247.108,-53.2624,-39.5583,CA,MER265757,5812,Restaurants,MEDIUM,MIN_KYC,952
T0000021,2025-08-31T07:55:00Z,U0219,4095916441312064,2230.9,INR,DECLINED,DEBIT,CARD,DEV_6029,13.21.81.207,7.5192,124.5933,UK,MER566665,6011,ATM,HIGH,MIN_KYC,477
T0000022,2025-09-17T13:33:00Z,U0288,4674227668712058,72457.34,INR,DECLINED,DEBIT,UPI,DEV_6233,140.90.200.84,-53.8634,32.89,UK,MER944162,6011,ATM,MEDIUM,MIN_KYC,1178
T0000023,2025-09-23T17:07:00Z,U0055,4484229221458624,9030.01,INR,DECLINED,CREDIT,UPI,DEV_5498,99.193.80.72,-45.9997,-134.3919,US,MER189537,5311,Department Stores,MEDIUM,FULL_KYC,938
T0000024,2025-09-05T11:50:00Z,U0116,4276377426736017,43527.82,INR,APPROVED,DEBIT,UPI,DEV_7441,211.165.118.61,-47.879,-33.4155,AE,MER784010,5311,Department Stores,HIGH,MIN_KYC,576
T0000025,2025-08-10T01:03:00Z,U0012,4950326954222893,45021.53,INR,DECLINED,DEBIT,NETBANKING,DEV_6517,25.151.98.214,-47.292,162.17,US,MER655807,5411,Grocery Stores,HIGH,MIN_KYC,199
T0000026,2025-09-16T21:56:00Z,U0174,4963148513063616,12796.13,INR,APPROVED,CREDIT,CARD,DEV_1532,142.76.134.45,65.5502,123.8457,US,MER548394,6011,ATM,LOW,FULL_KYC,836
T0000027,2025-08-15T23:56:00Z,U0266,4685611710509682,33859.58,INR,APPROVED,DEBIT,NETBANKING,DEV_3016,173.55.207.22,54.4224,-119.6602,UK,MER444616,5812,Restaurants,HIGH,FULL_KYC,113
T0000028,2025-08-07T21:55:00Z,U0067,4989084619436648,82477.48,INR,APPROVED,DEBIT,UPI,DEV_1500,113.207.83.29,-0.2658,0.5399,US,MER279031,5812,Restaurants,HIGH,MIN_KYC,692
T0000029,2025-08-06T17:09:00Z,U0261,4740904512823652,28810.88,INR,APPROVED,CREDIT,CARD,DEV_4420,166.109.75.48,-33.1048,-151.3837,AU,MER590820,5812,Restaurants,LOW,FULL_KYC,164
T0000030,2025-08-28T23:27:00Z,U0168,4724874207987396,16179.85,INR,APPROVED,DEBIT,UPI,DEV_1399,201.13.239.144,-8.5834,129.8357,AU,MER343489,4814,Telecom Services,LOW,MIN_KYC,581
T0000031,2025-08-05T23:30:00Z,U0008,4618201074092196,51589.79,INR,DECLINED,CREDIT,NETBANKING,DEV_3801,204.113.31.151,20.9236,-101.7181,UK,MER177539,4814,Telecom Services,HIGH,FULL_KYC,585
T0000032,2025-10-18T16:40:00Z,U0129,4567226559307216,21006.09,INR,APPROVED,CREDIT,NETBANKING,DEV_5103,72.4.187.162,53.4874,71.1389,AU,MER116556,5732,Electronics Stores,MEDIUM,MIN_KYC,967
T0000033,2025-08-08T07:09:00Z,U0166,4095363868904872,69387.13,INR,DECLINED,DEBIT,UPI,DEV_5951,119.190.105.53,-73.8124,-66.5496,AE,MER666310,5311,Department Stores,MEDIUM,MIN_KYC,669
T0000034,2025-10-08T22:40:00Z,U0168,4091429040877269,31290.19,INR,APPROVED,DEBIT,CARD,DEV_1817,212.196.68.142,60.6266,3.9331,AE,MER606990,5411,Grocery Stores,HIGH,FULL_KYC,229
T0000035,2025-10-23T06:17:00Z,U0052,4879489756927069,73341.04,INR,DECLINED,DEBIT,CARD,DEV_6304,246.79.142.120,-29.2917,61.4704,AU,MER598346,5812,Restaurants,MEDIUM,MIN_KYC,168
T0000036,2025-08-24T20:24:00Z,U0199,4615444122253794,62978.33,INR,APPROVED,DEBIT,CARD,DEV_8579,113.174.199.109,5.276,-17.1252,AU,MER834077,4814,Telecom Services,HIGH,FULL_KYC,394
T0000037,2025-10-10T10:55:00Z,U0145,4798142489895745,21324.77,INR,DECLINED,DEBIT,CARD,DEV_1043,225.11.116.193,-15.2806,-44.1091,SG,MER706032,4111,Local Transportation,LOW,MIN_KYC,1049
T0000038,2025-10-07T16:31:00Z,U0100,4637196808328298,62242.04,INR,APPROVED,DEBIT,CARD,DEV_9728,89.153.249.142,-2.1917,40.5815,IN,MER160186,5812,Restaurants,HIGH,MIN_KYC,151
T0000039,2025-10-16T06:13:00Z,U0008,4300209494382896,72254.27,INR,DECLINED,DEBIT,CARD,DEV_6407,89.130.150.4,-14.2663,-50.2836,IN,MER720294,4814,Telecom Services,LOW,FULL_KYC,404
T0000040,2025-08-26T15:31:00Z,U0108,4600757471132279,71772.56,INR,APPROVED,DEBIT,NETBANKING,DEV_2607,76.59.167.246,-9.7324,-83.4141,CA,MER736605,6011,ATM,MEDIUM,FULL_KYC,258
T0000041,2025-10-20T11:47:00Z,U0037,4806150101446712,30033.77,INR,DECLINED,DEBIT,NETBANKING,DEV_1189,221.167.198.33,-51.5899,-13.4959,IN,MER294576,5732,Electronics Stores,LOW,MIN_KYC,351
T0000042,2025-08-29T04:31:00Z,U0175,4112190243293634,83603.92,INR,APPROVED,DEBIT,NETBANKING,DEV_5459,38.10.92.48,-49.2273,44.3749,IN,MER673268,5311,Department Stores,HIGH,MIN_KYC,213
T0000043,2025-09-08T13:06:00Z,U0063,4212349193538837,37365.82,INR,APPROVED,CREDIT,CARD,DEV_6974,20.139.206.182,-55.9071,47.7734,UK,MER398485,5812,Restaurants,MEDIUM,FULL_KYC,279
T0000044,2025-08-02T04:06:00Z,U0109,4250886964439252,20784.0,INR,APPROVED,CREDIT,NETBANKING,DEV_9440,152.74.3.76,22.0383,-99.0614,UK,MER442153,5311,Department Stores,HIGH,FULL_KYC,486
T0000045,2025-08-18T07:44:00Z,U0067,4784085720177327,60830.09,INR,DECLINED,DEBIT,UPI,DEV_7232,164.79.218.200,-13.3893,47.3825,US,MER186886,4814,Telecom Services,MEDIUM,MIN_KYC,962
T0000046,2025-09-08T13:38:00Z,U0087,4695036309405450,43588.34,INR,APPROVED,CREDIT,NETBANKING,DEV_5918,144.69.23.126,-52.8794,-115.3417,AU,MER647696,5732,Electronics Stores,HIGH,MIN_KYC,636
T0000047,2025-08-15T12:05:00Z,U0233,4874485171466709,1570.39,INR,APPROVED,CREDIT,CARD,DEV_4620,164.207.154.148,39.5311,0.7134,AU,MER860753,5411,Grocery Stores,HIGH,MIN_KYC,409
T0000048,2025-08-15T14:48:00Z,U0088,4452525520448840,34698.01,INR,DECLINED,CREDIT,CARD,DEV_5236,15.1.225.162,-39.8137,-154.5953,AE,MER704787,5411,Grocery Stores,LOW,MIN_KYC,1042
T0000049,2025-08-31T00:39:00Z,U0291,4698958992206231,70655.3,INR,APPROVED,CREDIT,UPI,DEV_6871,167.212.77.199,-55.0515,60.1285,SG,MER511159,5411,Grocery Stores,HIGH,MIN_KYC,235
T0000050,2025-08-03T11:19:00Z,U0129,4342825200527479,87916.57,INR,DECLINED,CREDIT,CARD,DEV_7092,221.94.19.110,64.0907,57.2707,UK,MER930022,4814,Telecom Services,MEDIUM,MIN_KYC,203
T0000051,2025-09-03T05:39:00Z,U0192,4881528249768583,3542.83,INR,APPROVED,CREDIT,CARD,DEV_6554,200.3.61.3,-70.4594,165.5774,SG,MER375371,5411,Grocery Stores,HIGH,MIN_KYC,1012
T0000052,2025-08-07T14:49:00Z,U0193,4469975853570060,43509.15,INR,DECLINED,DEBIT,CARD,DEV_5710,49.114.212.202,78.6017,-56.1626,AU,MER547279,5732,Electronics Stores,HIGH,MIN_KYC,237
T0000053,2025-10-13T04:18:00Z,U0178,4179316652813085,26059.71,INR,APPROVED,DEBIT,CARD,DEV_2602,193.254.80.223,-25.5619,-105.2158,US,MER989537,6011,ATM,MEDIUM,FULL_KYC,353
T0000054,2025-08-18T03:47:00Z,U0088,4575306758576488,30974.49,INR,DECLINED,CREDIT,CARD,DEV_9434,250.171.255.90,-46.9219,-159.9809,UK,MER626337,5732,Electronics Stores,HIGH,MIN_KYC,676
T0000055,2025-08-06T05:56:00Z,U0003,4152413811436609,61001.31,INR,DECLINED,DEBIT,NETBANKING,DEV_6723,243.66.168.234,76.0309,-45.9397,IN,MER598787,5411,Grocery Stores,HIGH,FULL_KYC,436
T0000056,2025-10-18T02:20:00Z,U0018,4495126941472606,50788.81,INR,APPROVED,DEBIT,CARD,DEV_7748,125.93.234.121,33.2333,167.9121,CA,MER518883,5411,Grocery Stores,MEDIUM,FULL_KYC,1127
T0000057,2025-08-17T05:07:00Z,U0036,4533686319083101,81139.35,INR,DECLINED,DEBIT,NETBANKING,DEV_4651,37.89.247.13,-46.6338,39.5737,US,MER832894,5311,Department Stores,HIGH,FULL_KYC,981
T0000058,2025-10-18T13:36:00Z,U0192,4122549588580574,69166.36,INR,DECLINED,CREDIT,UPI,DEV_1733,231.121.142.20,8.658,68.8007,IN,MER122801,5411,Grocery Stores,HIGH,MIN_KYC,409
T0000059,2025-09-17T09:35:00Z,U0272,4321113545526491,67389.68,INR,APPROVED,CREDIT,CARD,DEV_7553,138.200.19.104,-79.4266,-39.914,AU,MER236174,4111,Local Transportation,HIGH,FULL_KYC,1171
T0000060,2025-09-20T00:16:00Z,U0282,4718644727201393,20381.14,INR,APPROVED,CREDIT,CARD,DEV_7949,11.225.182.20,-33.279,129.2796,US,MER930804,4814,Telecom Services,HIGH,FULL_KYC,1169
T0000061,2025-10-05T18:42:00Z,U0041,4470438390412871,43135.15,INR,DECLINED,CREDIT,UPI,DEV_5249,39.255.199.141,43.3127,-127.5021,CA,MER692171,4814,Telecom Services,HIGH,MIN_KYC,1006
T0000062,2025-09-17T09:42:00Z,U0033,4593376202057732,20035.51,INR,DECLINED,DEBIT,CARD,DEV_8891,225.68.200.254,13.3868,21.7306,CA,MER275173,5812,Restaurants,LOW,FULL_KYC,244
T0000063,2025-10-28T18:35:00Z,U0206,4341297216690959,59513.49,INR,APPROVED,DEBIT,CARD,DEV_8699,174.53.210.149,64.0726,131.2402,US,MER688999,5411,Grocery Stores,LOW,MIN_KYC,478
T0000064,2025-09-13T00:13:00Z,U0110,4264309326490363,84230.36,INR,DECLINED,CREDIT,UPI,DEV_5329,95.236.207.99,5.5854,86.866,UK,MER289807,5732,Electronics Stores,HIGH,FULL_KYC,317
T0000065,2025-10-22T15:59:00Z,U0057,4940919202181491,87719.22,INR,DECLINED,CREDIT,NETBANKING,DEV_5476,243.195.159.95,-37.5612,128.7109,SG,MER943448,6011,ATM,HIGH,MIN_KYC,875
T0000066,2025-09-04T13:16:00Z,U0034,4627492659733150,88443.36,INR,APPROVED,DEBIT,UPI,DEV_3649,241.240.178.182,56.4981,123.6348,AU,MER242829,5411,Grocery Stores,HIGH,FULL_KYC,744
T0000067,2025-10-15T21:02:00Z,U0188,4473403155205173,71344.32,INR,APPROVED,DEBIT,UPI,DEV_4918,90.246.140.120,72.9916,-44.4102,IN,MER424014,4111,Local Transportation,MEDIUM,FULL_KYC,684
T0000068,2025-10-02T03:16:00Z,U0225,4005347233119313,54202.39,INR,APPROVED,DEBIT,NETBANKING,DEV_8792,31.207.195.128,-46.1413,131.9783,UK,MER755234,6011,ATM,LOW,MIN_KYC,484
T0000069,2025-10-05T15:42:00Z,U0094,4981863586244398,17326.24,INR,APPROVED,DEBIT,UPI,DEV_5206,100.20.163.60,-22.2845,97.6518,CA,MER476064,5311,Department Stores,HIGH,FULL_KYC,785
T0000070,2025-09-24T12:40:00Z,U0095,4272394821673836,12742.91,INR,DECLINED,CREDIT,CARD,DEV_8802,38.91.215.4,67.31,16.5609,SG,MER267956,4111,Local Transportation,HIGH,MIN_KYC,681
T0000071,2025-10-10T15:08:00Z,U0209,4887652577222872,30362.77,INR,APPROVED,DEBIT,NETBANKING,DEV_9470,80.236.196.140,-51.2233,-67.7674,AE,MER338877,4814,Telecom Services,HIGH,MIN_KYC,198
T0000072,2025-09-06T03:50:00Z,U0080,4294365730375643,89519.97,INR,DECLINED,CREDIT,NETBANKING,DEV_6103,185.224.109.191,25.8149,-133.5019,SG,MER756294,6011,ATM,MEDIUM,FULL_KYC,295
T0000073,2025-09-25T15:54:00Z,U0194,4360114809250517,38761.21,INR,APPROVED,CREDIT,NETBANKING,DEV_6996,228.138.1.228,-22.4637,-5.7683,IN,MER989499,6011,ATM,MEDIUM,MIN_KYC,71
T0000074,2025-08-12T10:13:00Z,U0265,4499690196682194,73373.42,INR,DECLINED,DEBIT,UPI,DEV_1555,251.1.239.224,26.8427,120.4471,SG,MER515209,4814,Telecom Services,HIGH,FULL_KYC,414
T0000075,2025-08-08T13:37:00Z,U0258,4982444680980126,38354.54,INR,DECLINED,CREDIT,CARD,DEV_5641,244.213.223.135,27.2155,58.0919,UK,MER735093,5411,Grocery Stores,HIGH,FULL_KYC,374
T0000076,2025-09-11T16:33:00Z,U0196,4126928293362925,42001.37,INR,APPROVED,DEBIT,CARD,DEV_7971,41.106.195.206,-26.076,56.2964,SG,MER989391,5311,Department Stores,LOW,MIN_KYC,987
T0000077,2025-09-14T05:45:00Z,U0212,4599638617087754,35183.81,INR,APPROVED,DEBIT,UPI,DEV_1614,159.251.25.8,29.0707,87.7415,AE,MER487128,5732,Electronics Stores,LOW,FULL_KYC,147
T0000078,2025-10-17T13:14:00Z,U0102,4110275268785007,82348.49,INR,APPROVED,DEBIT,UPI,DEV_1931,151.104.30.116,-25.4754,-4.1664,IN,MER302385,5812,Restaurants,HIGH,FULL_KYC,210
T0000079,2025-09-29T08:50:00Z,U0098,4571710430593670,57934.48,INR,APPROVED,DEBIT,UPI,DEV_5431,62.220.171.30,-6.9278,150.569,CA,MER993672,5732,Electronics Stores,MEDIUM,FULL_KYC,1168
T0000080,2025-10-18T17:33:00Z,U0169,4990181678856183,59628.39,INR,APPROVED,DEBIT,CARD,DEV_3870,181.85.99.177,-13.8072,-42.6564,AE,MER676343,6011,ATM,HIGH,FULL_KYC,1021
T0000081,2025-09-19T12:34:00Z,U0273,4980240566325217,64526.73,INR,APPROVED,CREDIT,CARD,DEV_6197,193.96.158.140,-67.4617,-137.4215,SG,MER365633,5311,Department Stores,LOW,MIN_KYC,554
T0000082,2025-09-26T06:19:00Z,U0198,4577647462474599,30889.1,INR,APPROVED,CREDIT,NETBANKING,DEV_7069,24.246.92.32,5.8767,113.5856,US,MER442806,5812,Restaurants,HIGH,FULL_KYC,161
T0000083,2025-09-02T17:29:00Z,U0241,4564079483506622,24602.06,INR,DECLINED,DEBIT,CARD,DEV_2693,88.231.228.227,48.6838,28.848,AE,MER419900,4111,Local Transportation,LOW,FULL_KYC,1132
T0000084,2025-10-08T09:28:00Z,U0011,4378176599646145,71879.45,INR,APPROVED,CREDIT,NETBANKING,DEV_4762,61.145.198.116,22.2228,70.0953,US,MER541169,4111,Local Transportation,MEDIUM,FULL_KYC,700
T0000085,2025-09-02T22:20:00Z,U0011,4038849266061069,26958.48,INR,APPROVED,DEBIT,UPI,DEV_3104,50.252.246.121,-28.8856,-86.9782,AU,MER438313,5732,Electronics Stores,LOW,FULL_KYC,621
T0000086,2025-09-27T17:02:00Z,U0205,4736405364487003,14172.34,INR,APPROVED,CREDIT,NETBANKING,DEV_6451,87.171.224.45,-17.2502,51.1556,IN,MER922728,5812,Restaurants,LOW,FULL_KYC,449
T0000087,2025-08-03T02:18:00Z,U0183,4738199474139961,86752.83,INR,APPROVED,CREDIT,NETBANKING,DEV_6256,60.135.178.176,-50.936,120.9955,SG,MER833097,5732,Electronics Stores,MEDIUM,FULL_KYC,739
T0000088,2025-09-25T17:11:00Z,U0249,4296999456048350,32158.22,INR,DECLINED,DEBIT,UPI,DEV_9276,71.190.37.177,79.0491,-76.0482,AU,MER542667,4814,Telecom Services,HIGH,FULL_KYC,396
T0000089,2025-10-07T12:08:00Z,U0128,4122773360956886,85770.07,INR,DECLINED,DEBIT,NETBANKING,DEV_1480,147.84.204.55,-76.3012,-21.4621,IN,MER743991,4111,Local Transportation,MEDIUM,FULL_KYC,713
T0000090,2025-09-24T11:37:00Z,U0076,4470974906246939,1904.42,INR,DECLINED,CREDIT,NETBANKING,DEV_9979,180.236.14.39,66.3157,-84.6034,CA,MER428684,4111,Local Transportation,HIGH,MIN_KYC,904
T0000091,2025-09-05T14:40:00Z,U0264,4003289850671491,72445.38,INR,APPROVED,DEBIT,CARD,DEV_6815,25.175.80.233,25.6293,-157.2097,US,MER496857,6011,ATM,HIGH,MIN_KYC,810
T0000092,2025-10-26T17:18:00Z,U0238,4721161669313223,6262.57,INR,DECLINED,CREDIT,CARD,DEV_8627,126.231.26.91,9.9351,-16.5662,CA,MER621066,6011,ATM,MEDIUM,FULL_KYC,809
T0000093,2025-09-08T05:51:00Z,U0213,4016722795601825,8255.04,INR,APPROVED,DEBIT,UPI,DEV_5324,115.211.78.185,-70.9522,43.586,AU,MER277951,5732,Electronics Stores,HIGH,FULL_KYC,783
T0000094,2025-08-26T01:53:00Z,U0077,4854937187907175,68615.74,INR,DECLINED,CREDIT,UPI,DEV_9096,48.206.99.50,-78.7318,-56.1674,SG,MER689507,4111,Local Transportation,HIGH,FULL_KYC,379
T0000095,2025-08-12T23:49:00Z,U0296,4774571698159414,18171.37,INR,APPROVED,DEBIT,NETBANKING,DEV_2371,196.50.212.144,-21.5326,116.3155,AE,MER684588,5411,Grocery Stores,MEDIUM,FULL_KYC,138
T0000096,2025-10-28T09:08:00Z,U0270,4985660679254092,70672.63,INR,APPROVED,DEBIT,UPI,DEV_3088,84.118.103.178,-75.1301,118.8483,AU,MER556306,5411,Grocery Stores,HIGH,FULL_KYC,406
T0000097,2025-09-23T21:13:00Z,U0178,4152092959898388,67442.57,INR,APPROVED,CREDIT,UPI,DEV_2796,159.0.131.232,-8.4642,-92.19,UK,MER319426,5411,Grocery Stores,MEDIUM,FULL_KYC,1165
T0000098,2025-10-29T05:42:00Z,U0115,4491883970698092,41741.12,INR,DECLINED,CREDIT,CARD,DEV_2669,203.88.134.219,77.4799,-38.6358,UK,MER784318,5411,Grocery Stores,HIGH,MIN_KYC,666
T0000099,2025-09-06T02:55:00Z,U0069,4603368459121779,15428.31,INR,APPROVED,CREDIT,CARD,DEV_2687,155.158.37.204,-69.0956,142.603,CA,MER862795,5311,Department Stores,MEDIUM,FULL_KYC,139
T0000100,2025-10-25T22:41:00Z,U0058,4635441846345155,82481.55,INR,APPROVED,CREDIT,NETBANKING,DEV_2136,95.212.246.38,-79.9092,104.7385,CA,MER489968,4111,Local Transportation,HIGH,FULL_KYC,395
T0000101,2025-09-02T21:18:00Z,U0284,4067586354688655,9492.74,INR,DECLINED,DEBIT,NETBANKING,DEV_8743,232.228.228.89,-47.5246,-144.8297,US,MER321352,6011,ATM,MEDIUM,MIN_KYC,885
T0000102,2025-08-09T17:56:00Z,U0116,4398819037903754,34983.47,INR,APPROVED,CREDIT,UPI,DEV_7554,40.35.223.64,76.9235,-55.19,SG,MER898309,5732,Electronics Stores,MEDIUM,FULL_KYC,463
T0000103,2025-08-30T11:53:00Z,U0274,4263687806293219,79668.52,INR,APPROVED,CREDIT,CARD,DEV_2050,80.237.120.84,65.824,61.8311,UK,MER771006,5812,Restaurants,HIGH,MIN_KYC,293
T0000104,2025-08-14T08:04:00Z,U0296,4776174927784981,46981.54,INR,APPROVED,CREDIT,NETBANKING,DEV_8006,182.29.151.206,46.3428,55.3238,UK,MER780420,6011,ATM,MEDIUM,FULL_KYC,501
T0000105,2025-08-07T11:06:00Z,U0248,4420786709113024,79736.46,INR,APPROVED,CREDIT,UPI,DEV_6875,29.32.131.22,53.8034,-154.453,AE,MER221321,5812,Restaurants,HIGH,MIN_KYC,1165
T0000106,2025-09-18T20:06:00Z,U0018,4273512479904810,51723.56,INR,DECLINED,CREDIT,NETBANKING,DEV_8939,208.234.244.222,-20.8943,-61.4148,AE,MER410696,5732,Electronics Stores,LOW,MIN_KYC,215
T0000107,2025-08-01T18:37:00Z,U0058,4764032919317652,80941.93,INR,DECLINED,CREDIT,CARD,DEV_3553,1.222.123.126,-74.839,127.0352,AE,MER792252,5812,Restaurants,LOW,FULL_KYC,810
T0000108,2025-10-06T10:50:00Z,U0072,4432557660922459,47119.05,INR,APPROVED,CREDIT,NETBANKING,DEV_8964,64.217.112.45,-21.9754,-23.8013,AE,MER223197,5311,Department Stores,MEDIUM,MIN_KYC,694
T0000109,2025-09-21T17:16:00Z,U0191,4357392903241631,47765.23,INR,APPROVED,CREDIT,NETBANKING,DEV_6753,92.255.141.12,-48.1886,-166.5969,UK,MER948877,5732,Electronics Stores,MEDIUM,FULL_KYC,1018
T0000110,2025-09-06T13:47:00Z,U0011,4888659626639152,65389.8,INR,APPROVED,DEBIT,UPI,DEV_1005,132.211.140.237,64.8028,-108.8909,AU,MER556813,5732,Electronics Stores,HIGH,FULL_KYC,279
T0000111,2025-09-22T23:18:00Z,U0116,4290886800118395,10211.92,INR,DECLINED,CREDIT,UPI,DEV_3798,249.194.24.6,-2.5536,-157.5981,UK,MER983095,5311,Department Stores,MEDIUM,MIN_KYC,499
T0000112,2025-09-11T20:45:00Z,U0262,4047545579838491,17014.92,INR,DECLINED,DEBIT,CARD,DEV_4474,98.22.20.160,1.8918,-36.5376,UK,MER713027,5812,Restaurants,MEDIUM,MIN_KYC,1043
T0000113,2025-08-10T19:29:00Z,U0138,4193223249618628,89372.37,INR,APPROVED,CREDIT,UPI,DEV_5795,100.219.132.109,-26.7395,127.3756,AU,MER518102,5812,Restaurants,HIGH,FULL_KYC,268
T0000114,2025-09-09T20:53:00Z,U0106,4454439654210527,82719.13,INR,APPROVED,DEBIT,UPI,DEV_4492,102.200.14.134,-52.6605,-116.1196,IN,MER266862,5311,Department Stores,MEDIUM,MIN_KYC,939
T0000115,2025-10-24T09:23:00Z,U0149,4972244444270819,12182.51,INR,APPROVED,CREDIT,UPI,DEV_2831,81.81.59.44,25.8945,-35.8633,CA,MER459720,6011,ATM,LOW,MIN_KYC,1121
T0000116,2025-10-02T03:31:00Z,U0091,4613809908748142,21628.86,INR,APPROVED,DEBIT,NETBANKING,DEV_6146,244.127.80.4,-2.2627,72.558,AU,MER432170,4111,Local Transportation,MEDIUM,FULL_KYC,419
T0000117,2025-09-19T19:28:00Z,U0072,4496629414154469,20251.78,INR,DECLINED,DEBIT,NETBANKING,DEV_2147,227.43.161.204,21.5659,128.4717,SG,MER273816,6011,ATM,HIGH,MIN_KYC,918
T0000118,2025-10-11T17:55:00Z,U0148,4297733945309769,36904.62,INR,DECLINED,CREDIT,UPI,DEV_8176,199.16.122.123,-75.7694,102.4123,AE,MER296043,5311,Department Stores,LOW,MIN_KYC,386
T0000119,2025-10-07T01:18:00Z,U0160,4045410922381931,87689.92,INR,APPROVED,DEBIT,CARD,DEV_5639,34.65.28.231,55.5787,92.3692,CA,MER240337,4814,Telecom Services,HIGH,MIN_KYC,867
T0000120,2025-09-15T02:22:00Z,U0231,4701937570315255,18247.7,INR,APPROVED,CREDIT,NETBANKING,DEV_4997,72.52.12.132,-44.9998,103.0278,AU,MER714486,4111,Local Transportation,HIGH,FULL_KYC,206
